frame,rect_id,first,second,fourth,fifth
261,../paintings_db/092.png,../paintings_db/078.png,../paintings_db/057.png,../paintings_db/038.png,../paintings_db/080.png
277,../paintings_db/013.png,../paintings_db/000.png,../paintings_db/064.png,../paintings_db/010.png,../paintings_db/050.png
278,../paintings_db/010.png,../paintings_db/000.png,../paintings_db/013.png,../paintings_db/081.png,../paintings_db/057.png
280,../paintings_db/057.png,../paintings_db/015.png,../paintings_db/042.png,../paintings_db/017.png,../paintings_db/052.png
291,../paintings_db/015.png,../paintings_db/000.png,../paintings_db/003.png,../paintings_db/070.png,../paintings_db/042.png
293,../paintings_db/092.png,../paintings_db/005.png,../paintings_db/037.png,../paintings_db/062.png,../paintings_db/070.png
305,../paintings_db/024.png,../paintings_db/007.png,../paintings_db/070.png,../paintings_db/000.png,../paintings_db/027.png
307,../paintings_db/073.png,../paintings_db/042.png,../paintings_db/041.png,../paintings_db/053.png,../paintings_db/033.png
314,../paintings_db/094.png,../paintings_db/055.png,../paintings_db/047.png,../paintings_db/054.png,../paintings_db/020.png
318,../paintings_db/000.png,../paintings_db/060.png,../paintings_db/094.png,../paintings_db/024.png,../paintings_db/057.png
320,../paintings_db/000.png,../paintings_db/024.png,../paintings_db/028.png,../paintings_db/055.png,../paintings_db/049.png
324,../paintings_db/000.png,../paintings_db/064.png,../paintings_db/035.png,../paintings_db/054.png,../paintings_db/001.png
325,../paintings_db/024.png,../paintings_db/056.png,../paintings_db/081.png,../paintings_db/013.png,../paintings_db/001.png
326,../paintings_db/024.png,../paintings_db/073.png,../paintings_db/020.png,../paintings_db/064.png,../paintings_db/040.png
342,../paintings_db/000.png,../paintings_db/038.png,../paintings_db/075.png,../paintings_db/049.png,../paintings_db/084.png
370,../paintings_db/073.png,../paintings_db/000.png,../paintings_db/060.png,../paintings_db/080.png,../paintings_db/041.png
388,../paintings_db/000.png,../paintings_db/038.png,../paintings_db/041.png,../paintings_db/024.png,../paintings_db/049.png
412,../paintings_db/000.png,../paintings_db/074.png,../paintings_db/077.png,../paintings_db/056.png,../paintings_db/041.png
420,../paintings_db/041.png,../paintings_db/050.png,../paintings_db/022.png,../paintings_db/072.png,../paintings_db/045.png
423,../paintings_db/024.png,../paintings_db/094.png,../paintings_db/056.png,../paintings_db/041.png,../paintings_db/028.png
430,../paintings_db/041.png,../paintings_db/025.png,../paintings_db/046.png,../paintings_db/022.png,../paintings_db/064.png
437,../paintings_db/091.png,../paintings_db/034.png,../paintings_db/017.png,../paintings_db/024.png,../paintings_db/092.png
454,../paintings_db/041.png,../paintings_db/075.png,../paintings_db/045.png,../paintings_db/018.png,../paintings_db/007.png
467,../paintings_db/039.png,../paintings_db/032.png,../paintings_db/016.png,../paintings_db/061.png,../paintings_db/048.png
481,../paintings_db/031.png,../paintings_db/041.png,../paintings_db/089.png,../paintings_db/087.png,../paintings_db/044.png
486,../paintings_db/031.png,../paintings_db/025.png,../paintings_db/034.png,../paintings_db/010.png,../paintings_db/015.png
497,../paintings_db/094.png,../paintings_db/011.png,../paintings_db/064.png,../paintings_db/000.png,../paintings_db/078.png
500,../paintings_db/078.png,../paintings_db/059.png,../paintings_db/063.png,../paintings_db/000.png,../paintings_db/037.png
500,../paintings_db/021.png,../paintings_db/025.png,../paintings_db/080.png,../paintings_db/057.png,../paintings_db/039.png
501,../paintings_db/021.png,../paintings_db/014.png,../paintings_db/056.png,../paintings_db/086.png,../paintings_db/050.png
508,../paintings_db/059.png,../paintings_db/076.png,../paintings_db/068.png,../paintings_db/070.png,../paintings_db/057.png
511,../paintings_db/027.png,../paintings_db/061.png,../paintings_db/000.png,../paintings_db/045.png,../paintings_db/092.png
515,../paintings_db/038.png,../paintings_db/041.png,../paintings_db/075.png,../paintings_db/050.png,../paintings_db/016.png
516,../paintings_db/078.png,../paintings_db/059.png,../paintings_db/081.png,../paintings_db/033.png,../paintings_db/003.png
522,../paintings_db/094.png,../paintings_db/048.png,../paintings_db/092.png,../paintings_db/027.png,../paintings_db/038.png
533,../paintings_db/021.png,../paintings_db/056.png,../paintings_db/079.png,../paintings_db/094.png,../paintings_db/038.png
539,../paintings_db/059.png,../paintings_db/084.png,../paintings_db/060.png,../paintings_db/002.png,../paintings_db/056.png
539,../paintings_db/063.png,../paintings_db/084.png,../paintings_db/016.png,../paintings_db/031.png,../paintings_db/059.png
541,../paintings_db/093.png,../paintings_db/031.png,../paintings_db/034.png,../paintings_db/016.png,../paintings_db/071.png
558,../paintings_db/031.png,../paintings_db/091.png,../paintings_db/036.png,../paintings_db/009.png,../paintings_db/003.png
562,../paintings_db/091.png,../paintings_db/006.png,../paintings_db/034.png,../paintings_db/071.png,../paintings_db/007.png
563,../paintings_db/091.png,../paintings_db/059.png,../paintings_db/057.png,../paintings_db/001.png,../paintings_db/023.png
606,../paintings_db/031.png,../paintings_db/048.png,../paintings_db/014.png,../paintings_db/056.png,../paintings_db/003.png
613,../paintings_db/090.png,../paintings_db/041.png,../paintings_db/071.png,../paintings_db/048.png,../paintings_db/031.png
622,../paintings_db/078.png,../paintings_db/094.png,../paintings_db/000.png,../paintings_db/092.png,../paintings_db/027.png
627,../paintings_db/032.png,../paintings_db/078.png,../paintings_db/065.png,../paintings_db/064.png,../paintings_db/062.png
631,../paintings_db/076.png,../paintings_db/093.png,../paintings_db/003.png,../paintings_db/094.png,../paintings_db/066.png
633,../paintings_db/024.png,../paintings_db/078.png,../paintings_db/092.png,../paintings_db/000.png,../paintings_db/007.png
635,../paintings_db/001.png,../paintings_db/055.png,../paintings_db/091.png,../paintings_db/063.png,../paintings_db/003.png
646,../paintings_db/059.png,../paintings_db/013.png,../paintings_db/070.png,../paintings_db/050.png,../paintings_db/091.png
649,../paintings_db/083.png,../paintings_db/003.png,../paintings_db/038.png,../paintings_db/021.png,../paintings_db/048.png
652,../paintings_db/091.png,../paintings_db/093.png,../paintings_db/009.png,../paintings_db/078.png,../paintings_db/003.png
654,../paintings_db/083.png,../paintings_db/064.png,../paintings_db/027.png,../paintings_db/009.png,../paintings_db/030.png
660,../paintings_db/060.png,../paintings_db/059.png,../paintings_db/034.png,../paintings_db/050.png,../paintings_db/009.png
681,../paintings_db/060.png,../paintings_db/067.png,../paintings_db/092.png,../paintings_db/039.png,../paintings_db/015.png
683,../paintings_db/080.png,../paintings_db/078.png,../paintings_db/071.png,../paintings_db/056.png,../paintings_db/070.png
684,../paintings_db/078.png,../paintings_db/081.png,../paintings_db/028.png,../paintings_db/080.png,../paintings_db/020.png
690,../paintings_db/000.png,../paintings_db/059.png,../paintings_db/045.png,../paintings_db/054.png,../paintings_db/030.png
695,../paintings_db/003.png,../paintings_db/022.png,../paintings_db/071.png,../paintings_db/036.png,../paintings_db/031.png
697,../paintings_db/039.png,../paintings_db/056.png,../paintings_db/066.png,../paintings_db/090.png,../paintings_db/004.png
704,../paintings_db/084.png,../paintings_db/094.png,../paintings_db/022.png,../paintings_db/031.png,../paintings_db/003.png
710,../paintings_db/078.png,../paintings_db/085.png,../paintings_db/072.png,../paintings_db/054.png,../paintings_db/027.png
710,../paintings_db/071.png,../paintings_db/078.png,../paintings_db/059.png,../paintings_db/014.png,../paintings_db/003.png
717,../paintings_db/021.png,../paintings_db/090.png,../paintings_db/075.png,../paintings_db/005.png,../paintings_db/003.png
718,../paintings_db/031.png,../paintings_db/058.png,../paintings_db/059.png,../paintings_db/001.png,../paintings_db/003.png
720,../paintings_db/059.png,../paintings_db/060.png,../paintings_db/078.png,../paintings_db/071.png,../paintings_db/021.png
722,../paintings_db/078.png,../paintings_db/092.png,../paintings_db/062.png,../paintings_db/000.png,../paintings_db/005.png
731,../paintings_db/091.png,../paintings_db/067.png,../paintings_db/060.png,../paintings_db/049.png,../paintings_db/013.png
752,../paintings_db/043.png,../paintings_db/014.png,../paintings_db/078.png,../paintings_db/055.png,../paintings_db/051.png
754,../paintings_db/043.png,../paintings_db/037.png,../paintings_db/041.png,../paintings_db/078.png,../paintings_db/051.png
755,../paintings_db/043.png,../paintings_db/059.png,../paintings_db/082.png,../paintings_db/021.png,../paintings_db/037.png
756,../paintings_db/043.png,../paintings_db/027.png,../paintings_db/089.png,../paintings_db/059.png,../paintings_db/014.png
756,../paintings_db/078.png,../paintings_db/025.png,../paintings_db/027.png,../paintings_db/034.png,../paintings_db/062.png
757,../paintings_db/043.png,../paintings_db/055.png,../paintings_db/039.png,../paintings_db/052.png,../paintings_db/017.png
757,../paintings_db/079.png,../paintings_db/078.png,../paintings_db/030.png,../paintings_db/014.png,../paintings_db/093.png
758,../paintings_db/043.png,../paintings_db/055.png,../paintings_db/092.png,../paintings_db/084.png,../paintings_db/017.png
758,../paintings_db/058.png,../paintings_db/078.png,../paintings_db/022.png,../paintings_db/003.png,../paintings_db/051.png
759,../paintings_db/043.png,../paintings_db/039.png,../paintings_db/092.png,../paintings_db/048.png,../paintings_db/059.png
760,../paintings_db/043.png,../paintings_db/059.png,../paintings_db/078.png,../paintings_db/054.png,../paintings_db/086.png
760,../paintings_db/092.png,../paintings_db/063.png,../paintings_db/032.png,../paintings_db/059.png,../paintings_db/000.png
761,../paintings_db/043.png,../paintings_db/059.png,../paintings_db/082.png,../paintings_db/017.png,../paintings_db/060.png
762,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/037.png,../paintings_db/034.png,../paintings_db/089.png
763,../paintings_db/043.png,../paintings_db/055.png,../paintings_db/026.png,../paintings_db/091.png,../paintings_db/061.png
764,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/017.png,../paintings_db/091.png,../paintings_db/059.png
765,../paintings_db/043.png,../paintings_db/010.png,../paintings_db/034.png,../paintings_db/052.png,../paintings_db/003.png
766,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/006.png,../paintings_db/074.png,../paintings_db/039.png
767,../paintings_db/043.png,../paintings_db/023.png,../paintings_db/027.png,../paintings_db/054.png,../paintings_db/055.png
768,../paintings_db/043.png,../paintings_db/059.png,../paintings_db/030.png,../paintings_db/051.png,../paintings_db/039.png
769,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/086.png,../paintings_db/051.png,../paintings_db/037.png
770,../paintings_db/043.png,../paintings_db/081.png,../paintings_db/059.png,../paintings_db/009.png,../paintings_db/073.png
770,../paintings_db/038.png,../paintings_db/060.png,../paintings_db/003.png,../paintings_db/050.png,../paintings_db/031.png
771,../paintings_db/043.png,../paintings_db/034.png,../paintings_db/090.png,../paintings_db/018.png,../paintings_db/059.png
772,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/034.png,../paintings_db/061.png,../paintings_db/054.png
773,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/059.png,../paintings_db/010.png,../paintings_db/062.png
774,../paintings_db/043.png,../paintings_db/030.png,../paintings_db/087.png,../paintings_db/052.png,../paintings_db/049.png
775,../paintings_db/043.png,../paintings_db/052.png,../paintings_db/014.png,../paintings_db/037.png,../paintings_db/059.png
776,../paintings_db/043.png,../paintings_db/034.png,../paintings_db/047.png,../paintings_db/055.png,../paintings_db/079.png
777,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/034.png,../paintings_db/081.png,../paintings_db/016.png
778,../paintings_db/043.png,../paintings_db/012.png,../paintings_db/039.png,../paintings_db/030.png,../paintings_db/034.png
778,../paintings_db/092.png,../paintings_db/056.png,../paintings_db/048.png,../paintings_db/059.png,../paintings_db/084.png
779,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/020.png,../paintings_db/010.png,../paintings_db/074.png
780,../paintings_db/043.png,../paintings_db/059.png,../paintings_db/020.png,../paintings_db/048.png,../paintings_db/037.png
781,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/055.png,../paintings_db/052.png,../paintings_db/017.png
782,../paintings_db/043.png,../paintings_db/055.png,../paintings_db/059.png,../paintings_db/084.png,../paintings_db/079.png
783,../paintings_db/043.png,../paintings_db/020.png,../paintings_db/059.png,../paintings_db/042.png,../paintings_db/082.png
784,../paintings_db/043.png,../paintings_db/082.png,../paintings_db/090.png,../paintings_db/010.png,../paintings_db/059.png
785,../paintings_db/043.png,../paintings_db/018.png,../paintings_db/052.png,../paintings_db/037.png,../paintings_db/060.png
786,../paintings_db/043.png,../paintings_db/027.png,../paintings_db/048.png,../paintings_db/073.png,../paintings_db/055.png
787,../paintings_db/043.png,../paintings_db/061.png,../paintings_db/027.png,../paintings_db/052.png,../paintings_db/066.png
788,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/064.png,../paintings_db/027.png,../paintings_db/086.png
789,../paintings_db/043.png,../paintings_db/000.png,../paintings_db/044.png,../paintings_db/030.png,../paintings_db/037.png
790,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/059.png,../paintings_db/078.png,../paintings_db/082.png
791,../paintings_db/043.png,../paintings_db/055.png,../paintings_db/012.png,../paintings_db/068.png,../paintings_db/084.png
793,../paintings_db/043.png,../paintings_db/082.png,../paintings_db/048.png,../paintings_db/091.png,../paintings_db/059.png
794,../paintings_db/043.png,../paintings_db/059.png,../paintings_db/006.png,../paintings_db/030.png,../paintings_db/082.png
795,../paintings_db/043.png,../paintings_db/007.png,../paintings_db/086.png,../paintings_db/045.png,../paintings_db/055.png
796,../paintings_db/043.png,../paintings_db/017.png,../paintings_db/073.png,../paintings_db/021.png,../paintings_db/027.png
798,../paintings_db/043.png,../paintings_db/048.png,../paintings_db/078.png,../paintings_db/012.png,../paintings_db/034.png
798,../paintings_db/009.png,../paintings_db/025.png,../paintings_db/059.png,../paintings_db/067.png,../paintings_db/003.png
800,../paintings_db/043.png,../paintings_db/011.png,../paintings_db/047.png,../paintings_db/017.png,../paintings_db/030.png
801,../paintings_db/043.png,../paintings_db/044.png,../paintings_db/016.png,../paintings_db/055.png,../paintings_db/048.png
802,../paintings_db/055.png,../paintings_db/018.png,../paintings_db/074.png,../paintings_db/091.png,../paintings_db/003.png
806,../paintings_db/049.png,../paintings_db/039.png,../paintings_db/093.png,../paintings_db/077.png,../paintings_db/091.png
812,../paintings_db/003.png,../paintings_db/058.png,../paintings_db/006.png,../paintings_db/026.png,../paintings_db/009.png
815,../paintings_db/092.png,../paintings_db/031.png,../paintings_db/059.png,../paintings_db/094.png,../paintings_db/003.png
816,../paintings_db/080.png,../paintings_db/064.png,../paintings_db/083.png,../paintings_db/058.png,../paintings_db/050.png
823,../paintings_db/076.png,../paintings_db/009.png,../paintings_db/067.png,../paintings_db/012.png,../paintings_db/003.png
832,../paintings_db/078.png,../paintings_db/092.png,../paintings_db/094.png,../paintings_db/007.png,../paintings_db/056.png
844,../paintings_db/039.png,../paintings_db/049.png,../paintings_db/063.png,../paintings_db/016.png,../paintings_db/003.png
852,../paintings_db/003.png,../paintings_db/014.png,../paintings_db/030.png,../paintings_db/071.png,../paintings_db/009.png
861,../paintings_db/057.png,../paintings_db/031.png,../paintings_db/087.png,../paintings_db/022.png,../paintings_db/003.png
863,../paintings_db/039.png,../paintings_db/031.png,../paintings_db/050.png,../paintings_db/068.png,../paintings_db/003.png
867,../paintings_db/081.png,../paintings_db/084.png,../paintings_db/059.png,../paintings_db/027.png,../paintings_db/003.png
869,../paintings_db/030.png,../paintings_db/039.png,../paintings_db/009.png,../paintings_db/085.png,../paintings_db/003.png
873,../paintings_db/003.png,../paintings_db/039.png,../paintings_db/087.png,../paintings_db/010.png,../paintings_db/078.png
891,../paintings_db/092.png,../paintings_db/081.png,../paintings_db/055.png,../paintings_db/027.png,../paintings_db/089.png
892,../paintings_db/078.png,../paintings_db/036.png,../paintings_db/009.png,../paintings_db/034.png,../paintings_db/094.png
898,../paintings_db/092.png,../paintings_db/078.png,../paintings_db/039.png,../paintings_db/021.png,../paintings_db/000.png
898,../paintings_db/016.png,../paintings_db/059.png,../paintings_db/031.png,../paintings_db/061.png,../paintings_db/054.png
900,../paintings_db/079.png,../paintings_db/017.png,../paintings_db/078.png,../paintings_db/089.png,../paintings_db/039.png
902,../paintings_db/020.png,../paintings_db/081.png,../paintings_db/092.png,../paintings_db/050.png,../paintings_db/003.png
907,../paintings_db/078.png,../paintings_db/093.png,../paintings_db/092.png,../paintings_db/055.png,../paintings_db/081.png
916,../paintings_db/078.png,../paintings_db/084.png,../paintings_db/060.png,../paintings_db/092.png,../paintings_db/048.png
917,../paintings_db/081.png,../paintings_db/078.png,../paintings_db/048.png,../paintings_db/002.png,../paintings_db/092.png
919,../paintings_db/059.png,../paintings_db/079.png,../paintings_db/000.png,../paintings_db/054.png,../paintings_db/039.png
923,../paintings_db/048.png,../paintings_db/039.png,../paintings_db/076.png,../paintings_db/006.png,../paintings_db/065.png
930,../paintings_db/049.png,../paintings_db/070.png,../paintings_db/075.png,../paintings_db/062.png,../paintings_db/076.png
936,../paintings_db/042.png,../paintings_db/036.png,../paintings_db/083.png,../paintings_db/075.png,../paintings_db/062.png
939,../paintings_db/039.png,../paintings_db/081.png,../paintings_db/001.png,../paintings_db/048.png,../paintings_db/009.png
944,../paintings_db/081.png,../paintings_db/012.png,../paintings_db/072.png,../paintings_db/054.png,../paintings_db/059.png
946,../paintings_db/078.png,../paintings_db/007.png,../paintings_db/020.png,../paintings_db/012.png,../paintings_db/081.png
954,../paintings_db/078.png,../paintings_db/039.png,../paintings_db/007.png,../paintings_db/020.png,../paintings_db/062.png
957,../paintings_db/078.png,../paintings_db/084.png,../paintings_db/039.png,../paintings_db/049.png,../paintings_db/029.png
957,../paintings_db/018.png,../paintings_db/026.png,../paintings_db/071.png,../paintings_db/078.png,../paintings_db/024.png
958,../paintings_db/078.png,../paintings_db/018.png,../paintings_db/043.png,../paintings_db/021.png,../paintings_db/084.png
970,../paintings_db/071.png,../paintings_db/035.png,../paintings_db/034.png,../paintings_db/042.png,../paintings_db/050.png
971,../paintings_db/081.png,../paintings_db/005.png,../paintings_db/062.png,../paintings_db/018.png,../paintings_db/059.png
971,../paintings_db/003.png,../paintings_db/039.png,../paintings_db/091.png,../paintings_db/009.png,../paintings_db/017.png
972,../paintings_db/039.png,../paintings_db/049.png,../paintings_db/000.png,../paintings_db/005.png,../paintings_db/062.png
977,../paintings_db/018.png,../paintings_db/011.png,../paintings_db/092.png,../paintings_db/035.png,../paintings_db/045.png
980,../paintings_db/048.png,../paintings_db/009.png,../paintings_db/078.png,../paintings_db/003.png,../paintings_db/056.png
981,../paintings_db/011.png,../paintings_db/064.png,../paintings_db/061.png,../paintings_db/035.png,../paintings_db/050.png
988,../paintings_db/065.png,../paintings_db/092.png,../paintings_db/083.png,../paintings_db/057.png,../paintings_db/039.png
988,../paintings_db/024.png,../paintings_db/009.png,../paintings_db/034.png,../paintings_db/042.png,../paintings_db/078.png
996,../paintings_db/076.png,../paintings_db/032.png,../paintings_db/047.png,../paintings_db/039.png,../paintings_db/007.png
1009,../paintings_db/076.png,../paintings_db/006.png,../paintings_db/081.png,../paintings_db/048.png,../paintings_db/003.png
1013,../paintings_db/078.png,../paintings_db/006.png,../paintings_db/032.png,../paintings_db/076.png,../paintings_db/012.png
1016,../paintings_db/078.png,../paintings_db/094.png,../paintings_db/076.png,../paintings_db/032.png,../paintings_db/006.png
1017,../paintings_db/048.png,../paintings_db/024.png,../paintings_db/011.png,../paintings_db/089.png,../paintings_db/059.png
1019,../paintings_db/078.png,../paintings_db/065.png,../paintings_db/050.png,../paintings_db/048.png,../paintings_db/056.png
1020,../paintings_db/078.png,../paintings_db/031.png,../paintings_db/032.png,../paintings_db/006.png,../paintings_db/003.png
1022,../paintings_db/078.png,../paintings_db/076.png,../paintings_db/073.png,../paintings_db/080.png,../paintings_db/052.png
1030,../paintings_db/020.png,../paintings_db/075.png,../paintings_db/066.png,../paintings_db/021.png,../paintings_db/058.png
1031,../paintings_db/049.png,../paintings_db/042.png,../paintings_db/011.png,../paintings_db/000.png,../paintings_db/010.png
1035,../paintings_db/078.png,../paintings_db/020.png,../paintings_db/092.png,../paintings_db/048.png,../paintings_db/035.png
1037,../paintings_db/078.png,../paintings_db/017.png,../paintings_db/022.png,../paintings_db/016.png,../paintings_db/024.png
1053,../paintings_db/048.png,../paintings_db/013.png,../paintings_db/081.png,../paintings_db/078.png,../paintings_db/094.png
1058,../paintings_db/081.png,../paintings_db/092.png,../paintings_db/010.png,../paintings_db/071.png,../paintings_db/003.png
1064,../paintings_db/078.png,../paintings_db/032.png,../paintings_db/076.png,../paintings_db/039.png,../paintings_db/023.png
1070,../paintings_db/006.png,../paintings_db/091.png,../paintings_db/076.png,../paintings_db/057.png,../paintings_db/003.png
1073,../paintings_db/039.png,../paintings_db/076.png,../paintings_db/003.png,../paintings_db/051.png,../paintings_db/091.png
1074,../paintings_db/017.png,../paintings_db/034.png,../paintings_db/071.png,../paintings_db/023.png,../paintings_db/039.png
1085,../paintings_db/006.png,../paintings_db/034.png,../paintings_db/039.png,../paintings_db/081.png,../paintings_db/080.png
1095,../paintings_db/017.png,../paintings_db/018.png,../paintings_db/085.png,../paintings_db/054.png,../paintings_db/044.png
1095,../paintings_db/071.png,../paintings_db/030.png,../paintings_db/024.png,../paintings_db/092.png,../paintings_db/058.png
1098,../paintings_db/078.png,../paintings_db/006.png,../paintings_db/080.png,../paintings_db/049.png,../paintings_db/020.png
1103,../paintings_db/049.png,../paintings_db/081.png,../paintings_db/060.png,../paintings_db/054.png,../paintings_db/003.png
1110,../paintings_db/080.png,../paintings_db/081.png,../paintings_db/091.png,../paintings_db/054.png,../paintings_db/049.png
