frame,rect_id,x,y,w,h
0,0,224,165,472,512
1,0,227,160,471,511
2,0,229,159,470,508
3,0,231,155,468,507
4,0,232,152,469,506
5,0,234,148,469,504
6,0,236,144,467,503
7,0,237,140,467,503
8,0,239,136,467,502
9,0,241,132,466,501
10,0,243,128,465,501
11,0,245,123,466,501
12,0,247,119,464,500
13,0,249,114,464,501
14,0,252,110,464,500
15,0,254,105,463,500
16,0,256,101,463,502
17,0,258,97,464,501
18,0,261,93,463,502
19,0,263,89,464,503
20,0,266,86,463,502
21,0,269,82,464,503
22,0,271,79,464,505
23,0,274,77,464,504
24,0,277,73,465,505
25,0,279,71,466,506
26,0,282,68,466,506
27,0,285,65,466,507
28,0,287,63,467,508
29,0,290,61,467,508
30,0,292,58,468,509
31,0,295,55,469,511
32,0,297,53,469,510
33,0,300,50,470,511
34,0,302,47,471,512
35,0,304,44,471,513
36,0,307,41,471,513
37,0,309,39,472,514
38,0,311,37,472,514
39,0,313,34,473,515
40,0,314,31,474,517
41,0,316,31,473,516
42,0,318,30,473,516
43,0,319,29,474,517
44,0,320,29,474,516
45,0,321,27,475,517
46,0,323,27,474,517
47,0,324,27,475,517
48,0,324,26,475,517
49,0,325,25,476,518
50,0,326,25,476,518
51,0,326,24,476,518
52,0,326,24,477,519
53,0,327,25,476,518
54,0,328,24,477,519
55,0,328,24,477,520
56,0,329,24,477,519
57,0,329,24,478,519
58,0,330,24,478,520
59,0,330,25,478,519
60,0,329,25,479,520
61,0,329,28,478,520
62,0,329,31,478,520
63,0,329,34,478,520
64,0,328,40,478,519
65,0,328,45,477,517
66,0,328,47,477,518
67,0,327,50,478,518
68,0,327,52,477,517
69,0,327,55,477,517
70,0,327,57,476,517
71,0,327,59,476,516
72,0,327,60,476,517
73,0,327,62,475,517
74,0,327,64,475,516
75,0,327,65,475,516
76,0,326,66,475,516
77,0,326,68,474,515
78,0,325,69,475,516
79,0,325,70,474,516
80,0,325,71,473,516
81,0,325,73,474,516
82,0,324,74,474,516
83,0,324,75,473,515
84,0,323,76,473,516
85,0,322,78,473,515
86,0,321,79,472,514
87,0,321,79,471,515
88,0,320,80,470,514
89,0,319,81,470,513
90,0,318,81,471,514
91,0,317,82,469,513
92,0,317,83,468,512
93,0,316,84,467,512
94,0,314,85,467,511
95,0,313,86,466,510
96,0,312,86,465,510
97,0,310,87,464,509
98,0,309,88,462,509
99,0,307,89,462,508
100,0,305,89,460,509
101,0,303,90,460,507
102,0,301,91,459,507
103,0,301,91,457,507
104,0,301,92,457,506
105,0,301,92,456,507
106,0,302,93,454,506
107,0,303,93,453,505
108,0,304,94,452,505
109,0,306,94,450,504
110,0,308,94,449,503
111,0,310,95,447,502
112,0,313,95,445,502
113,0,316,95,444,501
114,0,319,95,442,501
115,0,321,96,441,499
116,0,324,96,439,498
117,0,327,96,438,498
118,0,330,96,436,497
119,0,333,96,435,496
120,0,335,96,433,496
121,0,336,95,433,496
122,0,338,95,432,495
123,0,340,94,430,496
124,0,341,94,430,494
125,0,344,93,428,494
126,0,346,92,428,495
127,0,348,91,427,495
128,0,351,90,427,495
129,0,353,89,427,497
130,0,355,89,426,496
131,0,357,88,426,497
132,0,358,88,426,497
133,0,360,87,425,498
134,0,361,87,426,498
135,0,362,86,426,500
136,0,363,86,425,499
137,0,364,85,426,500
138,0,365,84,426,502
139,0,366,84,425,501
140,0,367,83,426,503
141,0,368,83,426,504
142,0,370,82,426,505
143,0,371,82,426,505
144,0,372,81,427,507
145,0,373,80,427,508
146,0,374,79,428,510
147,0,374,78,429,512
148,0,375,77,429,514
149,0,376,77,430,514
150,0,376,77,431,516
151,0,375,76,432,518
152,0,375,76,432,519
153,0,374,75,433,521
154,0,374,74,433,523
155,0,374,74,434,523
156,0,374,73,435,526
157,0,374,73,435,526
158,0,374,72,436,528
159,0,373,72,437,530
160,0,373,71,437,531
161,0,373,71,437,533
162,0,372,70,437,535
163,0,371,70,438,534
164,0,370,69,438,536
165,0,368,68,439,538
166,0,367,67,439,539
167,0,367,66,439,542
168,0,366,65,439,543
169,0,364,64,440,544
170,0,362,63,442,546
171,0,362,63,441,547
172,0,362,62,441,548
173,0,361,62,442,550
174,0,359,62,443,551
175,0,359,61,443,552
176,0,359,60,443,554
177,0,358,60,444,554
178,0,358,59,444,555
179,0,358,58,444,556
180,0,358,58,443,557
181,0,357,57,443,557
182,0,356,57,444,558
183,0,355,56,443,561
184,0,354,56,442,561
185,0,352,55,444,563
186,0,351,55,442,563
187,0,348,54,442,564
188,0,345,53,442,566
189,0,343,52,441,567
190,0,341,51,440,568
191,0,339,50,441,569
192,0,337,49,440,570
193,0,336,48,438,571
194,0,334,48,439,572
195,0,333,47,438,573
196,0,333,47,437,573
197,0,332,47,435,574
198,0,330,47,434,575
199,0,330,47,432,575
200,0,330,47,431,577
201,0,330,47,429,576
202,0,331,47,427,576
203,0,331,47,427,577
204,0,330,46,425,579
205,0,330,46,423,578
206,0,331,45,422,580
207,0,332,45,421,580
208,0,333,44,419,580
209,0,333,44,418,582
210,0,333,44,417,581
211,0,334,44,415,582
212,0,335,44,414,583
213,0,336,43,412,584
214,0,338,43,411,584
215,0,339,42,410,585
216,0,340,41,409,586
217,0,342,40,407,586
218,0,343,39,407,587
219,0,344,38,407,588
220,0,346,37,406,588
221,0,346,36,406,590
222,0,0,457,195,263
222,1,346,34,405,592
223,0,347,33,404,592
224,0,0,465,198,255
224,1,348,32,404,594
225,0,0,459,200,261
225,1,349,31,403,596
226,0,0,465,201,255
226,1,349,30,404,597
227,0,0,466,202,254
227,1,350,29,404,599
228,0,0,459,204,261
228,1,351,29,403,599
229,0,0,466,206,254
229,1,353,28,403,600
230,0,0,467,209,253
230,1,354,27,403,603
231,0,0,462,210,258
231,1,355,26,403,605
232,0,0,468,211,252
232,1,356,25,403,607
233,0,0,469,213,251
233,1,357,26,404,609
234,0,0,457,214,263
234,1,358,26,403,610
235,0,0,472,216,248
235,1,359,27,403,612
236,0,0,470,218,250
236,1,360,28,404,615
237,0,0,460,218,260
237,1,360,29,404,615
238,0,362,28,403,617
239,0,0,476,221,244
239,1,363,27,404,620
240,0,0,462,224,258
240,1,364,26,404,621
241,0,0,476,226,244
241,1,366,26,404,621
242,0,0,470,228,250
242,1,367,26,405,624
243,0,0,464,230,256
243,1,369,26,404,623
244,0,0,477,232,243
244,1,372,26,403,625
245,0,0,471,237,249
245,1,375,26,403,625
246,0,1,454,238,266
246,1,378,26,403,626
247,0,5,477,237,243
247,1,380,26,404,626
248,0,6,471,239,249
248,1,383,26,404,629
249,0,12,459,238,261
249,1,387,26,403,626
250,0,0,477,254,243
250,1,391,27,404,626
251,0,0,361,258,359
251,1,395,28,405,627
252,0,0,360,262,360
252,1,399,29,405,625
253,0,0,362,266,358
253,1,404,30,405,624
254,0,0,362,270,358
254,1,408,32,406,623
255,0,0,361,274,359
255,1,413,33,406,622
256,0,0,362,277,358
256,1,417,34,406,621
257,0,0,362,279,358
257,1,420,36,407,620
258,0,0,361,281,359
258,1,423,37,407,618
259,0,2,362,281,358
259,1,426,38,409,616
260,0,10,362,274,358
260,1,429,38,409,616
261,0,16,361,268,359
261,1,430,39,411,614
262,0,23,362,261,358
262,1,432,40,412,613
263,0,28,362,256,358
263,1,433,42,412,611
264,0,30,362,253,358
264,1,434,43,412,609
265,0,31,363,252,357
265,1,435,44,412,608
266,0,29,364,255,356
266,1,436,45,413,607
267,0,27,363,256,357
267,1,437,46,412,604
268,0,24,364,258,356
268,1,437,47,414,604
269,0,20,365,259,355
269,1,437,49,414,601
270,0,15,366,260,354
270,1,434,51,414,598
271,0,11,369,263,351
271,1,433,53,415,596
272,0,7,370,265,350
272,1,433,56,415,593
273,0,4,371,266,349
273,1,432,58,415,590
274,0,0,374,269,346
274,1,432,59,416,590
275,0,0,290,289,430
275,1,431,61,417,588
276,0,0,289,284,431
276,1,430,63,417,585
277,0,0,289,276,431
277,1,425,65,419,584
278,0,0,287,268,433
278,1,419,67,420,582
279,0,0,286,261,434
279,1,414,69,421,579
280,0,0,286,251,434
280,1,409,71,424,577
281,0,0,284,246,436
281,1,404,72,425,577
282,0,0,284,241,436
282,1,401,73,426,574
283,0,0,283,235,437
283,1,398,75,428,572
284,0,0,282,230,438
284,1,395,76,430,571
285,0,0,282,228,438
285,1,394,77,432,569
286,0,0,281,224,439
286,1,394,78,434,570
287,0,0,280,223,440
287,1,394,79,436,568
288,0,0,280,219,440
288,1,394,80,438,567
289,0,0,279,216,441
289,1,395,82,438,566
290,0,0,279,214,441
290,1,396,84,439,564
291,0,0,279,213,441
291,1,399,85,439,562
292,0,0,279,209,441
292,1,401,86,440,561
293,0,0,335,208,385
293,1,403,87,441,559
294,0,0,364,204,356
294,1,404,87,443,558
295,0,0,420,201,300
295,1,406,88,443,557
296,0,407,88,443,555
297,0,408,87,443,554
298,0,410,87,443,554
299,0,411,87,443,551
300,0,412,86,443,550
301,0,412,86,444,549
302,0,412,86,443,548
303,0,411,86,444,546
304,0,409,86,445,546
305,0,406,87,445,544
306,0,403,87,447,543
307,0,400,87,446,543
308,0,396,87,446,541
309,0,394,87,446,539
310,0,390,87,448,540
311,0,388,88,447,538
312,0,386,88,447,536
313,0,383,87,449,537
314,0,382,86,450,537
315,0,381,85,452,537
316,0,379,84,454,539
317,0,377,83,456,540
318,0,376,81,458,541
319,0,374,80,461,543
320,0,371,79,464,545
321,0,370,79,466,545
322,0,369,79,468,547
323,0,368,79,470,548
324,0,368,78,473,549
325,0,369,78,474,551
326,0,369,77,476,553
327,0,369,77,478,554
328,0,368,76,482,557
329,0,368,76,483,557
330,0,367,75,486,560
331,0,367,75,487,561
332,0,367,75,488,561
333,0,366,75,491,561
334,0,365,75,492,562
335,0,365,75,493,562
336,0,365,75,495,562
337,0,364,74,498,564
338,0,365,74,499,564
339,0,366,75,500,564
340,0,366,75,502,566
341,0,367,76,503,566
342,0,368,76,505,566
343,0,368,77,507,567
344,0,368,78,508,565
345,0,369,78,509,566
346,0,369,78,510,567
347,0,369,79,512,565
348,0,370,79,513,565
349,0,371,79,513,566
350,0,374,80,511,563
351,0,376,81,513,562
352,0,378,82,511,561
353,0,380,82,510,560
354,0,381,83,511,559
355,0,382,84,509,559
356,0,383,84,509,555
357,0,385,84,507,553
358,0,386,85,506,553
359,0,388,84,505,550
360,0,389,84,503,548
361,0,389,83,502,548
362,0,390,82,500,545
363,0,390,81,499,544
364,0,391,80,496,544
365,0,391,79,495,541
366,0,391,79,494,539
367,0,390,79,492,539
368,0,390,79,492,535
369,0,389,78,489,534
370,0,388,78,486,534
371,0,386,78,486,531
372,0,384,77,485,531
373,0,381,77,484,531
374,0,379,76,483,528
375,0,376,72,484,530
376,0,373,70,483,531
377,0,370,68,482,530
378,0,367,66,482,530
379,0,364,65,482,531
380,0,361,64,482,529
381,0,358,62,483,530
382,0,354,60,483,532
383,0,351,59,483,531
384,0,347,56,484,533
385,0,343,55,485,534
386,0,339,53,487,535
387,0,335,50,488,538
388,0,331,49,488,539
389,0,327,48,489,538
390,0,323,47,491,540
391,0,319,46,492,542
392,0,315,44,493,543
393,0,311,42,495,545
394,0,307,41,497,546
395,0,303,39,499,547
396,0,299,36,502,551
397,0,297,34,503,553
398,0,295,32,505,554
399,0,293,29,508,558
400,0,291,27,510,561
401,0,289,25,513,562
402,0,287,23,516,566
403,0,285,21,518,569
404,0,284,20,520,571
405,0,282,17,524,576
406,0,280,16,527,579
407,0,279,14,530,583
408,0,277,13,534,587
409,0,276,13,537,590
410,0,276,13,540,593
411,0,275,13,542,597
412,0,273,14,546,600
413,0,272,14,550,604
414,0,271,15,554,608
415,0,271,16,558,610
416,0,271,16,561,614
417,0,271,16,564,617
418,0,270,16,570,621
419,0,270,16,572,624
420,0,271,16,575,628
421,0,271,17,580,630
422,0,272,17,582,633
423,0,274,18,585,636
424,0,275,19,588,638
425,0,277,19,591,640
426,0,280,19,594,643
427,0,283,19,596,645
428,0,286,19,598,647
429,0,290,18,601,650
430,0,294,17,604,652
431,0,299,17,603,654
432,0,303,16,605,656
433,0,307,15,607,659
434,0,311,14,607,661
435,0,315,13,610,664
436,0,319,11,611,666
437,0,322,10,612,669
438,0,326,9,613,673
439,0,329,9,613,670
440,0,333,8,614,674
441,0,335,8,616,677
442,0,337,8,616,674
443,0,339,7,617,679
444,0,341,7,618,678
445,0,344,6,618,677
446,0,346,5,619,681
447,0,348,4,621,684
448,0,350,4,620,680
449,0,352,4,621,684
450,0,354,4,621,688
451,0,356,4,621,682
452,0,357,4,622,685
453,0,358,4,622,688
454,0,360,5,621,683
455,0,360,5,623,688
456,0,361,5,623,687
457,0,362,5,623,685
458,0,363,5,624,688
459,0,364,4,624,689
460,0,364,4,624,687
461,0,365,5,624,689
462,0,365,5,625,690
463,0,365,6,623,687
464,0,364,7,626,693
465,0,364,9,625,687
466,0,364,10,624,688
467,0,363,11,625,691
468,0,363,12,625,687
469,0,362,13,625,686
470,0,362,14,625,690
471,0,360,15,626,688
472,0,360,16,625,686
473,0,359,17,627,691
474,0,358,18,628,686
475,0,358,19,626,686
476,0,357,20,628,691
477,0,356,21,628,688
478,0,355,23,627,685
479,0,355,23,628,689
480,0,354,24,628,685
481,0,353,25,627,685
482,0,352,25,629,689
483,0,351,26,629,685
484,0,350,26,628,686
485,0,349,26,629,690
486,0,348,26,630,686
487,0,347,26,629,687
488,0,345,27,632,689
489,0,345,27,631,686
490,0,344,27,630,687
491,0,342,28,632,691
492,0,341,28,632,687
493,0,339,28,631,687
494,0,338,28,632,691
495,0,337,28,632,688
496,0,336,28,631,688
497,0,335,28,633,692
498,0,335,28,632,687
499,0,334,28,632,688
500,0,334,28,632,691
501,0,333,28,632,686
502,0,332,28,632,687
503,0,332,28,631,689
504,0,331,28,632,686
505,0,331,29,630,687
506,0,330,29,631,689
507,0,330,30,630,684
508,0,330,30,628,683
509,0,330,30,629,685
510,0,330,30,629,682
511,0,330,30,627,682
512,0,331,30,627,684
513,0,331,31,626,679
514,0,332,31,624,679
515,0,333,32,625,680
516,0,335,33,622,675
517,0,337,35,619,673
518,0,340,36,619,675
519,0,343,37,619,670
520,0,347,38,615,668
521,0,351,40,615,667
522,0,356,42,612,663
523,0,361,43,609,664
524,0,366,44,608,663
525,0,372,46,606,656
526,0,378,47,603,658
527,0,384,47,601,658
528,0,390,49,599,650
529,0,395,49,597,650
530,0,400,50,594,649
531,0,404,51,592,643
532,0,408,51,588,644
533,0,411,52,586,641
534,0,415,53,582,634
535,0,418,54,578,634
536,0,421,54,575,632
537,0,423,55,572,625
538,0,424,56,566,622
539,0,426,57,562,619
540,0,428,59,558,614
541,0,430,59,553,613
542,0,432,60,549,611
543,0,433,62,546,607
544,0,433,63,542,606
545,0,433,63,540,606
546,0,432,64,537,604
547,0,431,64,534,604
548,0,429,63,532,603
549,0,428,64,530,601
550,0,426,63,529,603
551,0,423,62,529,604
552,0,420,62,528,603
553,0,418,59,527,607
554,0,414,58,529,608
555,0,409,57,530,609
556,0,405,54,530,613
557,0,402,51,531,615
558,0,399,50,531,616
559,0,398,47,531,621
560,0,398,45,532,624
561,0,398,44,534,626
562,0,398,43,535,630
563,0,399,42,536,633
564,0,399,40,537,636
565,0,397,38,539,640
566,0,396,37,540,643
567,0,397,36,540,645
568,0,397,33,541,650
569,0,398,32,541,653
570,0,397,32,542,655
571,0,398,31,541,658
572,0,400,31,541,659
573,0,401,31,541,660
574,0,402,30,541,664
575,0,401,30,542,666
576,0,401,31,542,667
577,0,401,29,542,671
578,0,401,29,542,672
579,0,401,30,542,673
580,0,402,28,542,676
581,0,402,29,543,677
582,0,402,29,543,679
583,0,402,29,543,681
584,0,403,30,543,681
585,0,404,30,543,683
586,0,405,30,542,685
587,0,407,31,541,685
588,0,408,31,541,687
589,0,410,31,539,688
590,0,412,32,539,687
591,0,415,31,537,689
592,0,418,30,536,690
593,0,419,30,536,690
594,0,421,29,535,691
595,0,423,28,534,692
596,0,426,27,532,693
597,0,429,26,531,694
598,0,432,26,529,694
599,0,435,26,527,694
600,0,437,26,526,694
601,0,440,26,524,694
602,0,443,25,522,695
603,0,445,24,520,696
604,0,448,23,518,697
605,0,449,23,517,697
606,0,451,22,515,698
607,0,452,21,513,699
608,0,454,20,511,700
609,0,454,20,510,700
610,0,454,19,508,701
611,0,454,18,507,702
612,0,454,17,505,703
613,0,453,16,504,703
614,0,453,15,502,703
615,0,452,14,500,703
616,0,451,14,499,703
617,0,450,14,497,702
618,0,449,13,496,702
619,0,448,12,494,702
620,0,447,12,492,702
621,0,445,12,492,702
622,0,444,11,490,702
623,0,442,11,489,701
624,0,441,11,487,701
625,0,439,11,487,700
626,0,438,11,486,699
627,0,436,11,485,699
628,0,435,11,484,699
629,0,434,11,483,698
630,0,433,11,482,698
631,0,432,11,481,698
632,0,431,11,480,697
633,0,430,11,479,697
634,0,429,12,479,696
635,0,428,12,478,695
636,0,427,12,477,695
637,0,426,12,477,695
638,0,426,12,475,694
639,0,425,12,475,694
640,0,424,12,474,694
641,0,423,13,474,692
642,0,423,12,473,693
643,0,422,12,473,692
644,0,422,12,471,691
645,0,421,11,471,692
646,0,421,11,470,691
647,0,421,11,469,690
648,0,421,11,469,690
649,0,422,12,467,689
650,0,422,12,467,689
651,0,423,12,465,689
652,0,423,13,465,688
653,0,423,13,465,688
654,0,425,13,464,688
655,0,427,14,463,687
656,0,427,14,462,688
657,0,428,14,462,688
658,0,428,14,463,688
659,0,429,14,462,687
660,0,429,14,463,687
661,0,429,14,463,687
662,0,429,14,463,687
663,0,428,13,464,688
664,0,427,13,464,688
665,0,425,14,465,687
666,0,423,14,466,688
667,0,421,15,467,687
668,0,419,16,468,687
669,0,417,17,469,687
670,0,414,18,471,686
671,0,411,19,472,685
672,0,408,19,473,687
673,0,405,21,475,685
674,0,401,22,478,684
675,0,397,23,479,684
676,0,392,24,482,684
677,0,388,24,485,684
678,0,384,25,488,682
679,0,379,25,490,681
680,0,373,26,492,679
681,0,367,25,496,680
682,0,364,26,498,678
683,0,364,28,501,674
684,0,365,29,503,672
685,0,367,31,504,668
686,0,371,33,505,663
687,0,373,35,507,659
688,0,375,37,507,655
689,0,378,39,509,650
690,0,380,42,509,644
691,0,378,44,509,639
692,0,375,45,509,636
